State,District,Taluka,Village
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Dhanpur 037135052640
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Dhayana 037135051290
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Dholkheda 037135052490
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Dhorat 037135053220
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Dindwad 037135053070
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Dipa Ki Choki 037135051990
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Doblajhiri 037135052130
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Dokarbariya 037135053270
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Dubkhadda 037135054050
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Dudalwat 037135052370
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Dudhwi 037135053890
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Dungargaon 037135051840
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Dungriya 037135051550
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Ekdhadi 037135051760
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Esdu 037135052580
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Fadtala Badi 037135054120
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Fadtala Chhoti 037135054130
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Faliyamau 037135052950
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Fartala 037135054360
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Fata 037135052520
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Fulmal 037135053090
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Gadat 037135052680
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Gahwan 037135052770
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Gata 037135054080
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Genda 037135053730
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Gendra Chhoti 037135054110
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Ghatwani 037135052400
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Ghodiyadara 037135051470
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Ghoghalpur 037135052800
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Ghunghasa 037135052030
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Ghunt 037135051090
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Giljhiri 037135052720
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Girala 037135052270
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Gol Amba 037135051480
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Golapalwi 037135053600
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Gondwani 037135053610
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Guda 037135051860
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Gulwat 037135054170
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Guneri 037135054370
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Haraswat 037135052010
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Harod 037135051100
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Hatvi Badi 037135054380
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Havelikheda 037135051510
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Indalwat 037135051420
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Indarsing Ki Choki 037135052100
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Indi 037135052730
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Jabbaniya 037135051230
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Jalsindhi 037135053940
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Jamaniya 037135052590
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Jamla 037135053300
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Jamli 037135053230
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Jetpur 037135051670
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Jetpur 037135054280
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Jhadoli 037135052980
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Jhandana 037135054190
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Jharkali 037135053110
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Jhinjhana 037135052890
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Jholiya 037135051600
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Jhora 037135052210
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Juna Kattiwada 037135051440
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kaati 037135052070
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kabricell 037135051530
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kadwal 037135051520
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kadwaliya 037135051920
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kadwaniya 037135053240
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kail 037135052910
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kakadsela 037135054060
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kakadwal 037135053550
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kakrana 037135054500
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kalibel 037135053280
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kalibel 037135053960
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kalmaja 037135051630
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kanchhla 037135051080
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kanera 037135051830
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kanpur 037135052560
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kanthari 037135053200
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Karah 037135051680
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Karajwani 037135053880
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kardha 037135053330
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Karelimahudi 037135051610
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kasariya 037135053690
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kasatpani 037135051150
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Katnwad 037135053710
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kattiwada Khas 037135051500
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kavchha 037135051270
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kawthu 037135052240
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Keldi Ki Mal 037135053850
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kerali 037135052990
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kewda 037135051400
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kewdi 037135051180
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Khamat 037135054320
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Khamba 037135054210
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Khamdaka 037135051220
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Khandala 037135052360
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Khar Kuwa 037135052410
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kharkali 037135051120
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kharkhari 037135052150
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kharpai 037135052540
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Khattal 037135051650
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kheda 037135053040
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kheda Bada 037135051240
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kherwa 037135051410
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kherwad 037135052760
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kherwada 037135053810
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Khod Amba 037135053930
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Khod Jamli 037135053430
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Khundar 037135053010
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Khundi 037135053990
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kiloda 037135054070
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kiti 037135053820
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kodla 037135052440
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kodli 037135052300
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Koha 037135051740
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kohibav 037135051110
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kolyari 037135051190
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kotbu 037135052230
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kotharmahua 037135051320
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kukadiya 037135054260
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kukawat 037135052750
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kuklat 037135054430
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kulwat 037135054470
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kumbhi 037135053100
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kund 037135052060
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kundola 037135051450
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kunwat 037135053180
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kushalwai 037135052350
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Kusumba 037135051350
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Lakhan Kot 037135052020
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Lakhawat 037135051310
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Laxmani 037135052330
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Limdiwat 037135051330
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Lodhni 037135053470
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Machhaliya 037135052480
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Madhupalwi 037135053630
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Mahalgaon 037135054480
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Malwai 037135052690
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Mandhar 037135051690
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Mankhada 037135053950
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Masni 037135052380
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Mathwad 037135053900
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Mayala 037135052450
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Mehji 037135053310
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Mohi 037135052420
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Moraji 037135053540
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Morasa 037135052500
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Mordha 037135051560
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Mordhi 037135051930
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Moriya Ka Bada 037135051940
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Moriyagaon 037135052930
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Moti Badoi 037135051250
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Motibar 037135051380
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Muljipura 037135051490
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Mundla 037135053640
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Nakti 037135051390
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Nani Badoi 037135051200
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Nanibar 037135051370
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Nichawas 037135052900
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Ojhad 037135053500
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Padola 037135051640
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Palasda 037135052390
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Panala 037135051810
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Panala 037135053290
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Panguda 037135051730
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Panmaudi 037135053150
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Panwani 037135052180
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Pastar 037135051750
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Pipal Kanch 037135053120
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Pipariya 037135053000
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Piplyawat 037135053190
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Pithanpur 037135052740
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Pratappura 037135051800
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Pujari Ki Choki 037135052650
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Punyawat 037135051700
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Puwasa 037135053570
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Raddhu 037135052850
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Rajawat 037135052460
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Raksala 037135052810
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Ramsingh Ki Choki 037135052120
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Raodi 037135054390
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Ratad 037135053140
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Rathodi 037135051590
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Raychha 037135053060
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Richhvi 037135051960
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Roddha 037135052710
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Roligaon 037135054270
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Roshiya 037135053410
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Rund Mal 037135053980
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Sadli 037135051850
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Sagbara 037135053460
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Saija 037135052260
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Sajanpur 037135051460
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Sakarja 037135054000
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Sakdi 037135054160
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Samra 037135052970
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Satpal 037135051580
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Sayda 037135051430
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Sejgaon 037135052530
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Semlani 037135054490
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Silota 037135053560
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Sirkhadi Badi 037135054090
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Sirkhadi Chhoti 037135054020
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Siswaliya 037135053520
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Soliya 037135054410
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Someshpura 037135051360
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Somkuwa 037135052700
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Sondwa 037135054300
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Sorwa 037135052870
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Sugat 037135054220
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Sukhi Bawadi 037135052660
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Sumaniyawat 037135052860
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Temla 037135054250
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Thanasemli 037135052000
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Tharwata 037135053800
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Thod Sindi 037135052620
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Tikhola 037135054440
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Titi 037135052470
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Umarkhad 037135053830
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Umarwada 037135051170
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Umrali 037135053490
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Umrath 037135054140
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Umri 037135053670
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Unala 037135054460
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Undari 037135053400
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Wadi 037135052050
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Wakner 037135053870
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Wakneri 037135053320
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Walpur 037135054330
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Walwai 037135052830
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Waskal 037135052510
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Wav 037135051660
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Wawi 037135053620
Madhya Pradesh,Alirajpur,Alirajpur 465037130,Weswani 037135053420
Madhya Pradesh,Alirajpur,Bhavra 465037110,Airan 037115049370
Madhya Pradesh,Alirajpur,Bhavra 465037110,Aman Kuwa 037115049190
Madhya Pradesh,Alirajpur,Bhavra 465037110,Badgaon 037115049100
Madhya Pradesh,Alirajpur,Bhavra 465037110,Bahedawa 037115049440
Madhya Pradesh,Alirajpur,Bhavra 465037110,Barjhar 037115049080
Madhya Pradesh,Alirajpur,Bhavra 465037110,Barkheda 037115049450
Madhya Pradesh,Alirajpur,Bhavra 465037110,Bhawata Bada 037115049420
Madhya Pradesh,Alirajpur,Bhavra 465037110,Bhawata Chhota 037115049380
Madhya Pradesh,Alirajpur,Bhavra 465037110,Bhuriya Kuwa 037115049260
Madhya Pradesh,Alirajpur,Bhavra 465037110,Bina 037115049390
Madhya Pradesh,Alirajpur,Bhavra 465037110,Borka Aara 037115049110
