State,District,Taluka,Village
Maharashtra,Ahmadnagar,Akola 522042010,Bitaka 042015572000
Maharashtra,Ahmadnagar,Akola 522042010,Bori 042015572850
Maharashtra,Ahmadnagar,Akola 522042010,Bramhanwada 042015573090
Maharashtra,Ahmadnagar,Akola 522042010,Chaitanyapur 042015573120
Maharashtra,Ahmadnagar,Akola 522042010,Chand Suraj 042015572890
Maharashtra,Ahmadnagar,Akola 522042010,Chandgirwadi 042015571980
Maharashtra,Ahmadnagar,Akola 522042010,Chas 042015573070
Maharashtra,Ahmadnagar,Akola 522042010,Chichondi 042015571430
Maharashtra,Ahmadnagar,Akola 522042010,Chinchavane 042015572560
Maharashtra,Ahmadnagar,Akola 522042010,Chital Wedhe 042015571670
Maharashtra,Ahmadnagar,Akola 522042010,Dagadwadi 042015572110
Maharashtra,Ahmadnagar,Akola 522042010,Deogaon 042015571380
Maharashtra,Ahmadnagar,Akola 522042010,Deothan 042015572160
Maharashtra,Ahmadnagar,Akola 522042010,Dhagewadi 042015572670
Maharashtra,Ahmadnagar,Akola 522042010,Dhamangaon Awari 042015572540
Maharashtra,Ahmadnagar,Akola 522042010,Dhamangaon Pat 042015572590
Maharashtra,Ahmadnagar,Akola 522042010,Dhamanvan 042015571750
Maharashtra,Ahmadnagar,Akola 522042010,Dhokri 042015572240
Maharashtra,Ahmadnagar,Akola 522042010,Dhumalwadi 042015572500
Maharashtra,Ahmadnagar,Akola 522042010,Digambar 042015571360
Maharashtra,Ahmadnagar,Akola 522042010,Dongargaon 042015572190
Maharashtra,Ahmadnagar,Akola 522042010,Dongarwadi 042015571330
Maharashtra,Ahmadnagar,Akola 522042010,Ekdare 042015571990
Maharashtra,Ahmadnagar,Akola 522042010,Esarthav 042015573000
Maharashtra,Ahmadnagar,Akola 522042010,Ganore 042015572200
Maharashtra,Ahmadnagar,Akola 522042010,Gardani 042015572230
Maharashtra,Ahmadnagar,Akola 522042010,Garwadi 042015573040
Maharashtra,Ahmadnagar,Akola 522042010,Ghatghar 042015571480
Maharashtra,Ahmadnagar,Akola 522042010,Ghodsarwadi 042015572060
Maharashtra,Ahmadnagar,Akola 522042010,Ghoti 042015572700
Maharashtra,Ahmadnagar,Akola 522042010,Godewadi 042015573030
Maharashtra,Ahmadnagar,Akola 522042010,Gondoshi 042015571830
Maharashtra,Ahmadnagar,Akola 522042010,Guhire 042015571610
Maharashtra,Ahmadnagar,Akola 522042010,Hivargaon 042015572180
Maharashtra,Ahmadnagar,Akola 522042010,Induri 042015572340
Maharashtra,Ahmadnagar,Akola 522042010,Jachakwadi 042015573160
Maharashtra,Ahmadnagar,Akola 522042010,Jahagirdarwadi 042015571280
Maharashtra,Ahmadnagar,Akola 522042010,Jambhale 042015573130
Maharashtra,Ahmadnagar,Akola 522042010,Jamgaon 042015571710
Maharashtra,Ahmadnagar,Akola 522042010,Jaynawadi 042015572010
Maharashtra,Ahmadnagar,Akola 522042010,Kalamb 042015573060
Maharashtra,Ahmadnagar,Akola 522042010,Kalas Bk 042015572430
Maharashtra,Ahmadnagar,Akola 522042010,Kalas Kh 042015572420
Maharashtra,Ahmadnagar,Akola 522042010,Kalewadi 042015573140
Maharashtra,Ahmadnagar,Akola 522042010,Karandi 042015573050
Maharashtra,Ahmadnagar,Akola 522042010,Katalapur 042015571590
Maharashtra,Ahmadnagar,Akola 522042010,Kauthewadi 042015571720
Maharashtra,Ahmadnagar,Akola 522042010,Keli Kotul 042015573020
Maharashtra,Ahmadnagar,Akola 522042010,Keli Otur 042015573010
Maharashtra,Ahmadnagar,Akola 522042010,Keli Rumhanwadi 042015572050
Maharashtra,Ahmadnagar,Akola 522042010,Kelungan 042015571660
Maharashtra,Ahmadnagar,Akola 522042010,Khadki Bk 042015571870
Maharashtra,Ahmadnagar,Akola 522042010,Khadki Kh 042015571860
Maharashtra,Ahmadnagar,Akola 522042010,Khanapur 042015572370
Maharashtra,Ahmadnagar,Akola 522042010,Khetewadi 042015572990
Maharashtra,Ahmadnagar,Akola 522042010,Khirvire 042015572120
Maharashtra,Ahmadnagar,Akola 522042010,Khuntewadi 042015573100
Maharashtra,Ahmadnagar,Akola 522042010,Kodni 042015571540
Maharashtra,Ahmadnagar,Akola 522042010,Kohane 042015572790
Maharashtra,Ahmadnagar,Akola 522042010,Kohondi 042015571570
Maharashtra,Ahmadnagar,Akola 522042010,Kokanwadi 042015571970
Maharashtra,Ahmadnagar,Akola 522042010,Koltembhe 042015571770
Maharashtra,Ahmadnagar,Akola 522042010,Kombhalne 042015572140
Maharashtra,Ahmadnagar,Akola 522042010,Kothale 042015572750
Maharashtra,Ahmadnagar,Akola 522042010,Kotul 042015572680
Maharashtra,Ahmadnagar,Akola 522042010,Kumbhefal 042015572410
Maharashtra,Ahmadnagar,Akola 522042010,Kumshet 042015571780
Maharashtra,Ahmadnagar,Akola 522042010,Ladgaon 042015571390
Maharashtra,Ahmadnagar,Akola 522042010,Lahit Bk 042015572870
Maharashtra,Ahmadnagar,Akola 522042010,Lahit Kh 042015572880
Maharashtra,Ahmadnagar,Akola 522042010,Lavhali Kotul 042015572730
Maharashtra,Ahmadnagar,Akola 522042010,Lavhali Otur 042015572740
Maharashtra,Ahmadnagar,Akola 522042010,Lingdev 042015572650
Maharashtra,Ahmadnagar,Akola 522042010,Mahadeowadi 042015572830
Maharashtra,Ahmadnagar,Akola 522042010,Malegaon 042015571580
Maharashtra,Ahmadnagar,Akola 522042010,Manhere 042015571410
Maharashtra,Ahmadnagar,Akola 522042010,Manik Ozar 042015571730
Maharashtra,Ahmadnagar,Akola 522042010,Manoharpur 042015572450
Maharashtra,Ahmadnagar,Akola 522042010,Manyale 042015572900
Maharashtra,Ahmadnagar,Akola 522042010,Maveshi 042015571810
Maharashtra,Ahmadnagar,Akola 522042010,Mehenduri 042015572270
Maharashtra,Ahmadnagar,Akola 522042010,Mhaladevi 042015572300
Maharashtra,Ahmadnagar,Akola 522042010,Mhalungi 042015571950
Maharashtra,Ahmadnagar,Akola 522042010,Mogras 042015572600
Maharashtra,Ahmadnagar,Akola 522042010,Morwadi 042015572980
Maharashtra,Ahmadnagar,Akola 522042010,Murshet 042015571510
Maharashtra,Ahmadnagar,Akola 522042010,Muthalane 042015572150
Maharashtra,Ahmadnagar,Akola 522042010,Mutkhel 042015571630
Maharashtra,Ahmadnagar,Akola 522042010,Nachanthav 042015572920
Maharashtra,Ahmadnagar,Akola 522042010,Nagawadi 042015572090
Maharashtra,Ahmadnagar,Akola 522042010,Navalewadi 042015572510
Maharashtra,Ahmadnagar,Akola 522042010,Nilwande 042015572310
Maharashtra,Ahmadnagar,Akola 522042010,Nimbral 042015572320
Maharashtra,Ahmadnagar,Akola 522042010,Nirgudwadi 042015571700
Maharashtra,Ahmadnagar,Akola 522042010,Pabhulwandi 042015571320
Maharashtra,Ahmadnagar,Akola 522042010,Pachanai 042015571910
Maharashtra,Ahmadnagar,Akola 522042010,Pachapattawadi 042015571940
Maharashtra,Ahmadnagar,Akola 522042010,Padalane 042015572580
Maharashtra,Ahmadnagar,Akola 522042010,Padoshi 042015572030
Maharashtra,Ahmadnagar,Akola 522042010,Paithan 042015572690
Maharashtra,Ahmadnagar,Akola 522042010,Palsunde 042015572940
Maharashtra,Ahmadnagar,Akola 522042010,Pangari 042015572610
Maharashtra,Ahmadnagar,Akola 522042010,Panjare 042015571450
Maharashtra,Ahmadnagar,Akola 522042010,Parakhatpur 042015572470
Maharashtra,Ahmadnagar,Akola 522042010,Pedhewadi 042015571960
Maharashtra,Ahmadnagar,Akola 522042010,Pendshet 042015571440
Maharashtra,Ahmadnagar,Akola 522042010,Phophasandi 042015572950
Maharashtra,Ahmadnagar,Akola 522042010,Pimpaldarawadi 042015572020
Maharashtra,Ahmadnagar,Akola 522042010,Pimpaldari 042015573080
Maharashtra,Ahmadnagar,Akola 522042010,Pimpalgaon Khand 042015572630
Maharashtra,Ahmadnagar,Akola 522042010,Pimpalgaon Nakvinda 042015571350
Maharashtra,Ahmadnagar,Akola 522042010,Pimpalgaon Nipani 042015572210
Maharashtra,Ahmadnagar,Akola 522042010,Pimparkane 042015571370
Maharashtra,Ahmadnagar,Akola 522042010,Pimpri 042015572710
Maharashtra,Ahmadnagar,Akola 522042010,Pisewadi 042015572910
Maharashtra,Ahmadnagar,Akola 522042010,Poparewadi 042015572130
Maharashtra,Ahmadnagar,Akola 522042010,Purushawadi 042015571880
Maharashtra,Ahmadnagar,Akola 522042010,Ranad Bk 042015571530
Maharashtra,Ahmadnagar,Akola 522042010,Ranad Kh 042015571600
Maharashtra,Ahmadnagar,Akola 522042010,Ratanwadi 042015571500
Maharashtra,Ahmadnagar,Akola 522042010,Rede 042015572390
Maharashtra,Ahmadnagar,Akola 522042010,Rumbhodi 042015572330
Maharashtra,Ahmadnagar,Akola 522042010,Sakirwadi 042015571840
Maharashtra,Ahmadnagar,Akola 522042010,Samrad 042015571490
Maharashtra,Ahmadnagar,Akola 522042010,Samsherpur 042015572080
Maharashtra,Ahmadnagar,Akola 522042010,Sangavi 042015572040
Maharashtra,Ahmadnagar,Akola 522042010,Sarowar 042015571650
Maharashtra,Ahmadnagar,Akola 522042010,Satewadi 042015572970
Maharashtra,Ahmadnagar,Akola 522042010,Savarkute 042015571740
Maharashtra,Ahmadnagar,Akola 522042010,Sawargaonpat 042015572070
Maharashtra,Ahmadnagar,Akola 522042010,Senit Kh 042015571310
Maharashtra,Ahmadnagar,Akola 522042010,Shelad 042015572570
Maharashtra,Ahmadnagar,Akola 522042010,Shelvihire 042015571560
Maharashtra,Ahmadnagar,Akola 522042010,Shendi 042015571520
Maharashtra,Ahmadnagar,Akola 522042010,Shenit 042015571300
Maharashtra,Ahmadnagar,Akola 522042010,Sherankhel 042015572290
Maharashtra,Ahmadnagar,Akola 522042010,Sherewadi 042015572660
Maharashtra,Ahmadnagar,Akola 522042010,Shidawad 042015572620
Maharashtra,Ahmadnagar,Akola 522042010,Shilvandi 042015572810
Maharashtra,Ahmadnagar,Akola 522042010,Shinde 042015572770
Maharashtra,Ahmadnagar,Akola 522042010,Shinganwadi 042015571470
Maharashtra,Ahmadnagar,Akola 522042010,Shirpunje Bk 042015571760
Maharashtra,Ahmadnagar,Akola 522042010,Shirpunje Kh 042015571790
Maharashtra,Ahmadnagar,Akola 522042010,Shiswad 042015571890
Maharashtra,Ahmadnagar,Akola 522042010,Shivajinagar 042015571930
Maharashtra,Ahmadnagar,Akola 522042010,Somalwadi 042015572800
Maharashtra,Ahmadnagar,Akola 522042010,Sugaon Bk 042015572460
Maharashtra,Ahmadnagar,Akola 522042010,Sugaon Kh 042015572400
Maharashtra,Ahmadnagar,Akola 522042010,Sultanpur 042015572440
Maharashtra,Ahmadnagar,Akola 522042010,Tahakari 042015572100
Maharashtra,Ahmadnagar,Akola 522042010,Takali 042015572360
Maharashtra,Ahmadnagar,Akola 522042010,Tale 042015572760
Maharashtra,Ahmadnagar,Akola 522042010,Tambhol 042015572220
Maharashtra,Ahmadnagar,Akola 522042010,Terungan 042015571640
Maharashtra,Ahmadnagar,Akola 522042010,Thakarwadi 042015572640
Maharashtra,Ahmadnagar,Akola 522042010,Tirdhe 042015571920
Maharashtra,Ahmadnagar,Akola 522042010,Titavi 042015571550
Maharashtra,Ahmadnagar,Akola 522042010,Udadawane 042015571460
Maharashtra,Ahmadnagar,Akola 522042010,Umbarwadi 042015572960
Maharashtra,Ahmadnagar,Akola 522042010,Unchkhadak Bk 042015572260
Maharashtra,Ahmadnagar,Akola 522042010,Unchkhadak Kh 042015572350
Maharashtra,Ahmadnagar,Akola 522042010,Vashere 042015572550
Maharashtra,Ahmadnagar,Akola 522042010,Vihir 042015572780
Maharashtra,Ahmadnagar,Akola 522042010,Virgaon 042015572170
Maharashtra,Ahmadnagar,Akola 522042010,Vithe 042015571680
Maharashtra,Ahmadnagar,Akola 522042010,Wagdari 042015572720
Maharashtra,Ahmadnagar,Akola 522042010,Waghapur 042015572860
Maharashtra,Ahmadnagar,Akola 522042010,Waki 042015571420
Maharashtra,Ahmadnagar,Akola 522042010,Wanjulshet 042015571850
Maharashtra,Ahmadnagar,Akola 522042010,Waranghushi 042015571290
Vill.Co.In,Maharashtra,Ahmadnagar,Jamkhed 522042140
Maharashtra,Ahmadnagar,Jamkhed 522042140,Aghi 042145586710
Maharashtra,Ahmadnagar,Jamkhed 522042140,Anandwadi 042145586870
Maharashtra,Ahmadnagar,Jamkhed 522042140,Apti 042145586970
Maharashtra,Ahmadnagar,Jamkhed 522042140,Arangaon 042145586530
Maharashtra,Ahmadnagar,Jamkhed 522042140,Balgavhan 042145586900
Maharashtra,Ahmadnagar,Jamkhed 522042140,Bandhkhadak 042145586850
Maharashtra,Ahmadnagar,Jamkhed 522042140,Batewadi 042145586450
Maharashtra,Ahmadnagar,Jamkhed 522042140,Bavi 042145586680
Maharashtra,Ahmadnagar,Jamkhed 522042140,Bhavarwadi 042145586330
Maharashtra,Ahmadnagar,Jamkhed 522042140,Bhutvada 042145586360
Maharashtra,Ahmadnagar,Jamkhed 522042140,Borle 042145587110
Maharashtra,Ahmadnagar,Jamkhed 522042140,Chobhewadi 042145587120
Maharashtra,Ahmadnagar,Jamkhed 522042140,Chondhi 042145586700
Maharashtra,Ahmadnagar,Jamkhed 522042140,Chumbhali 042145586470
Maharashtra,Ahmadnagar,Jamkhed 522042140,Daradwadi 042145586860
Maharashtra,Ahmadnagar,Jamkhed 522042140,Daundachiwadi 042145587080
Maharashtra,Ahmadnagar,Jamkhed 522042140,Deodaithan 042145586780
Maharashtra,Ahmadnagar,Jamkhed 522042140,Dhamangaon 042145586790
Maharashtra,Ahmadnagar,Jamkhed 522042140,Dhanegaon 042145587160
Maharashtra,Ahmadnagar,Jamkhed 522042140,Dhanora 042145586620
Maharashtra,Ahmadnagar,Jamkhed 522042140,Dhond Pargaon 042145586590
Maharashtra,Ahmadnagar,Jamkhed 522042140,Dhotri 042145586380
Maharashtra,Ahmadnagar,Jamkhed 522042140,Dighol 042145586810
Maharashtra,Ahmadnagar,Jamkhed 522042140,Disalewadi 042145586550
Maharashtra,Ahmadnagar,Jamkhed 522042140,Dolewadi 042145586750
Maharashtra,Ahmadnagar,Jamkhed 522042140,Dongaon 042145586320
Maharashtra,Ahmadnagar,Jamkhed 522042140,Fakrabad 042145586610
Maharashtra,Ahmadnagar,Jamkhed 522042140,Ghodegaon 042145586980
Maharashtra,Ahmadnagar,Jamkhed 522042140,Girwali 042145586650
Maharashtra,Ahmadnagar,Jamkhed 522042140,Gurwadi 042145586990
Maharashtra,Ahmadnagar,Jamkhed 522042140,Halgaon 042145586690
Maharashtra,Ahmadnagar,Jamkhed 522042140,Hasnabad 042145586660
Maharashtra,Ahmadnagar,Jamkhed 522042140,Jaibhaywadi 042145586830
Maharashtra,Ahmadnagar,Jamkhed 522042140,Jamadarwadi 042145586460
Maharashtra,Ahmadnagar,Jamkhed 522042140,Jambwadi 042145586350
Maharashtra,Ahmadnagar,Jamkhed 522042140,Jategaon 042145586820
Maharashtra,Ahmadnagar,Jamkhed 522042140,Jawala 042145587140
Maharashtra,Ahmadnagar,Jamkhed 522042140,Jawalke 042145587090
Maharashtra,Ahmadnagar,Jamkhed 522042140,Katewadi 042145586730
Maharashtra,Ahmadnagar,Jamkhed 522042140,Kaudgaon 042145586640
Maharashtra,Ahmadnagar,Jamkhed 522042140,Khamgaon 042145586540
Maharashtra,Ahmadnagar,Jamkhed 522042140,Khandvi 042145586600
Maharashtra,Ahmadnagar,Jamkhed 522042140,Kharda 042145586950
Maharashtra,Ahmadnagar,Jamkhed 522042140,Khurdaithan 042145586580
Maharashtra,Ahmadnagar,Jamkhed 522042140,Kolhewadi 042145586410
Maharashtra,Ahmadnagar,Jamkhed 522042140,Kusadgaon 042145586490
Maharashtra,Ahmadnagar,Jamkhed 522042140,Lehnewadi 042145586370
Maharashtra,Ahmadnagar,Jamkhed 522042140,Loni 042145586890
Maharashtra,Ahmadnagar,Jamkhed 522042140,Maharuli 042145587000
Maharashtra,Ahmadnagar,Jamkhed 522042140,Malewadi 042145586800
Maharashtra,Ahmadnagar,Jamkhed 522042140,Matewadi 042145587130
Maharashtra,Ahmadnagar,Jamkhed 522042140,Moha 042145586390
Maharashtra,Ahmadnagar,Jamkhed 522042140,Mohari 042145586920
Maharashtra,Ahmadnagar,Jamkhed 522042140,Mungewadi 042145586930
Maharashtra,Ahmadnagar,Jamkhed 522042140,Munjewadi 042145587150
Maharashtra,Ahmadnagar,Jamkhed 522042140,Nagobawadi 042145586940
Maharashtra,Ahmadnagar,Jamkhed 522042140,Nahuli 042145586770
Maharashtra,Ahmadnagar,Jamkhed 522042140,Naigaon 042145586760
Maharashtra,Ahmadnagar,Jamkhed 522042140,Nannaj 042145587020
Maharashtra,Ahmadnagar,Jamkhed 522042140,Padali 042145586570
Maharashtra,Ahmadnagar,Jamkhed 522042140,Pandharewadi 042145586910
Maharashtra,Ahmadnagar,Jamkhed 522042140,Parewadi 042145586520
Maharashtra,Ahmadnagar,Jamkhed 522042140,Patoda 042145586510
Maharashtra,Ahmadnagar,Jamkhed 522042140,Pimpalgaon Alwa 042145586880
Maharashtra,Ahmadnagar,Jamkhed 522042140,Pimpalgaon Unda 042145587040
Maharashtra,Ahmadnagar,Jamkhed 522042140,Pimpalwadi 042145586400
Maharashtra,Ahmadnagar,Jamkhed 522042140,Pimparkhed 042145586670
Maharashtra,Ahmadnagar,Jamkhed 522042140,Potewadi 042145587100
Maharashtra,Ahmadnagar,Jamkhed 522042140,Rajewadi 042145587010
Maharashtra,Ahmadnagar,Jamkhed 522042140,Rajuri 042145586740
Maharashtra,Ahmadnagar,Jamkhed 522042140,Ratnapur 042145586340
Maharashtra,Ahmadnagar,Jamkhed 522042140,Sakat 042145586420
Maharashtra,Ahmadnagar,Jamkhed 522042140,Sangvi 042145586500
Maharashtra,Ahmadnagar,Jamkhed 522042140,Saradwadi 042145586480
Maharashtra,Ahmadnagar,Jamkhed 522042140,Sarola 042145586720
Maharashtra,Ahmadnagar,Jamkhed 522042140,Satephal 042145587050
Maharashtra,Ahmadnagar,Jamkhed 522042140,Savargaon 042145586430
Maharashtra,Ahmadnagar,Jamkhed 522042140,Shiur 042145586440
Maharashtra,Ahmadnagar,Jamkhed 522042140,Sonegaon 042145587170
Maharashtra,Ahmadnagar,Jamkhed 522042140,Taradgaon 042145587070
Maharashtra,Ahmadnagar,Jamkhed 522042140,Telangashi 042145586840
Maharashtra,Ahmadnagar,Jamkhed 522042140,Vanjarwadi 042145586630
Maharashtra,Ahmadnagar,Jamkhed 522042140,Vanjarwadi 042145587060
Maharashtra,Ahmadnagar,Jamkhed 522042140,Wagha 042145587030
Maharashtra,Ahmadnagar,Jamkhed 522042140,Waki 042145586960
Maharashtra,Ahmadnagar,Jamkhed 522042140,Zikri 042145586560
,Vill.Co.In,Maharashtra,Akola
Vill.Co.In,Maharashtra,Akola,Akola 501039910
Vill.Co.In,Maharashtra,Akola,Akot 501039890
Vill.Co.In,Maharashtra,Akola,Balapur 501039900
Vill.Co.In,Maharashtra,Akola,Barshitakli 501039940
Vill.Co.In,Maharashtra,Akola,Murtijapur 501039920
Vill.Co.In,Maharashtra,Akola,Patur 501039930
Vill.Co.In,Maharashtra,Akola,Telhara 501039880
Vill.Co.In,Maharashtra,Akola,Akola 501039910
Maharashtra,Akola,Akola 501039910,Agar 039915299950
Maharashtra,Akola,Akola 501039910,Akhatwada 039915300460
Maharashtra,Akola,Akola 501039910,Akkalkot 039915301360
Maharashtra,Akola,Akola 501039910,Akola Rural 039915301420
Maharashtra,Akola,Akola 501039910,Akoli Bk 039915301450
Maharashtra,Akola,Akola 501039910,Akoli Kh 039915301460
Maharashtra,Akola,Akola 501039910,Aliyabad 039915300500
Maharashtra,Akola,Akola 501039910,Amanatpur 039915300090
Maharashtra,Akola,Akola 501039910,Ambikapur 039915300310
Maharashtra,Akola,Akola 501039910,Anakwadi 039915300470
Maharashtra,Akola,Akola 501039910,Anvi 039915301140
Maharashtra,Akola,Akola 501039910,Apatapa 039915300340
Maharashtra,Akola,Akola 501039910,Apoti Bk 039915300420
Maharashtra,Akola,Akola 501039910,Apoti Kh 039915300350
Maharashtra,Akola,Akola 501039910,Babhulgaon 039915301110
Maharashtra,Akola,Akola 501039910,Badlapur 039915299980
Maharashtra,Akola,Akola 501039910,Bahadarpur 039915300700
Maharashtra,Akola,Akola 501039910,Bahirkhed 039915300590
Maharashtra,Akola,Akola 501039910,Bakharabad 039915300100
Maharashtra,Akola,Akola 501039910,Bhamhapuri 039915300170
Maharashtra,Akola,Akola 501039910,Bhaurad 039915301260
Maharashtra,Akola,Akola 501039910,Bhod 039915299990
Maharashtra,Akola,Akola 501039910,Birsingpur 039915300740
Maharashtra,Akola,Akola 501039910,Bondarkhed 039915301100
Maharashtra,Akola,Akola 501039910,Bondarkhed 039915301520
Maharashtra,Akola,Akola 501039910,Borgaon 039915301000
Maharashtra,Akola,Akola 501039910,Borgaon 039915301130
Maharashtra,Akola,Akola 501039910,Chachondi 039915301320
Maharashtra,Akola,Akola 501039910,Chandpur 039915299900
Maharashtra,Akola,Akola 501039910,Chandur 039915301500
Maharashtra,Akola,Akola 501039910,Changefal 039915301510
Maharashtra,Akola,Akola 501039910,Chikhalgaon 039915301630
Maharashtra,Akola,Akola 501039910,Dabki 039915301250
Maharashtra,Akola,Akola 501039910,Dahigaon 039915300660
Maharashtra,Akola,Akola 501039910,Dahihanda 039915300220
Maharashtra,Akola,Akola 501039910,Dalambi 039915300900
Maharashtra,Akola,Akola 501039910,Dapaki 039915301010
Maharashtra,Akola,Akola 501039910,Dapura 039915300320
Maharashtra,Akola,Akola 501039910,Devali 039915300950
Maharashtra,Akola,Akola 501039910,Dhaga 039915300820
Maharashtra,Akola,Akola 501039910,Dhamana 039915299740
Maharashtra,Akola,Akola 501039910,Dhotardi 039915300580
Maharashtra,Akola,Akola 501039910,Dodaki 039915300920
Maharashtra,Akola,Akola 501039910,Dongargaon 039915301160
Maharashtra,Akola,Akola 501039910,Donwada 039915300270
Maharashtra,Akola,Akola 501039910,Dudhala 039915299850
Maharashtra,Akola,Akola 501039910,Dudhalam 039915301020
Maharashtra,Akola,Akola 501039910,Ekalara 039915300260
Maharashtra,Akola,Akola 501039910,Faramardabad 039915299810
Maharashtra,Akola,Akola 501039910,Gandhigram 039915299780
Maharashtra,Akola,Akola 501039910,Ganori 039915300190
Maharashtra,Akola,Akola 501039910,Ghusar 039915300490
Maharashtra,Akola,Akola 501039910,Ghusarwadi 039915300390
Maharashtra,Akola,Akola 501039910,Gonapur 039915300330
Maharashtra,Akola,Akola 501039910,Gondapur 039915300620
Maharashtra,Akola,Akola 501039910,Gopalkhed 039915299770
Maharashtra,Akola,Akola 501039910,Goregaon Bk 039915301570
Maharashtra,Akola,Akola 501039910,Goregaon Kh 039915301560
Maharashtra,Akola,Akola 501039910,Gotra 039915299820
Maharashtra,Akola,Akola 501039910,Gudadhi 039915301340
Maharashtra,Akola,Akola 501039910,Hatla 039915299870
Maharashtra,Akola,Akola 501039910,Hingma Tamaswadi 039915300120
Maharashtra,Akola,Akola 501039910,Hingna 039915300790
Maharashtra,Akola,Akola 501039910,Hingna Barling 039915301540
Maharashtra,Akola,Akola 501039910,Hingna Kumbhari 039915301180
Maharashtra,Akola,Akola 501039910,Hingna Mhaispur 039915301400
Maharashtra,Akola,Akola 501039910,Hingni Bk Dahihanda 039915300210
Maharashtra,Akola,Akola 501039910,Jalalabad 039915300530
Maharashtra,Akola,Akola 501039910,Jalalpur 039915300670
Maharashtra,Akola,Akola 501039910,Kalambeshwar 039915301490
Maharashtra,Akola,Akola 501039910,Kanadi 039915300060
Maharashtra,Akola,Akola 501039910,Kanchanpur 039915299960
Maharashtra,Akola,Akola 501039910,Kanshiwani 039915300960
Maharashtra,Akola,Akola 501039910,Kapashi Road 039915301610
Maharashtra,Akola,Akola 501039910,Kapashi Talav 039915301590
Maharashtra,Akola,Akola 501039910,Kapileshwar 039915300250
Maharashtra,Akola,Akola 501039910,Kasali Bk 039915300290
Maharashtra,Akola,Akola 501039910,Kasali Kh 039915300280
Maharashtra,Akola,Akola 501039910,Kasampur 039915300680
Maharashtra,Akola,Akola 501039910,Kati 039915300140
Maharashtra,Akola,Akola 501039910,Katyar 039915300230
Maharashtra,Akola,Akola 501039910,Kaulkhed 039915300300
Maharashtra,Akola,Akola 501039910,Kaulkhed 039915300630
Maharashtra,Akola,Akola 501039910,Khadka 039915300710
Maharashtra,Akola,Akola 501039910,Khadki Takali 039915300030
Maharashtra,Akola,Akola 501039910,Khakadi 039915299930
Maharashtra,Akola,Akola 501039910,Khambora 039915299830
Maharashtra,Akola,Akola 501039910,Khanapur 039915300010
Maharashtra,Akola,Akola 501039910,Khanapur 039915300200
Maharashtra,Akola,Akola 501039910,Kharab Bk 039915301300
Maharashtra,Akola,Akola 501039910,Kharab Kh 039915301480
Maharashtra,Akola,Akola 501039910,Khobarkhed 039915300410
Maharashtra,Akola,Akola 501039910,Kolambi 039915300890
Maharashtra,Akola,Akola 501039910,Kothari 039915300850
Maharashtra,Akola,Akola 501039910,Kumbhari 039915301430
Maharashtra,Akola,Akola 501039910,Kurankhed 039915300780
