State,District,Taluka,Village
Kerala,Idukki,Udumbanchola 596056650,Pampadumpara 056656280760
Kerala,Idukki,Udumbanchola 596056650,Parathodu 056656280750
Kerala,Idukki,Udumbanchola 596056650,Poopara 056656280650
Kerala,Idukki,Udumbanchola 596056650,Rajakkad 056656280620
Kerala,Idukki,Udumbanchola 596056650,Rajakumari 056656280660
Kerala,Idukki,Udumbanchola 596056650,Santhanpara 056656280680
Kerala,Idukki,Udumbanchola 596056650,Thankamony 056656280730
Kerala,Idukki,Udumbanchola 596056650,Udumbanchola 056656280700
Kerala,Idukki,Udumbanchola 596056650,Upputhode 056656280720
Kerala,Idukki,Udumbanchola 596056650,Vandanmedu 056656280780
Kerala,Idukki,Udumbanchola 596056650,Vathikudy 056656280710
Kerala,Kannur,Kannur 589056330,Mattool 056336272190
Kerala,Kannur,Kannur 589056330,Panapuzha 056336272180
Kerala,Kannur,Taliparamba 589056320,Alakode 056326271900
Kerala,Kannur,Taliparamba 589056320,Alapadamba 056326271800
Kerala,Kannur,Taliparamba 589056320,Chengalai 056326272070
Kerala,Kannur,Taliparamba 589056320,Chuzhali 056326271970
Kerala,Kannur,Taliparamba 589056320,Eramam 056326271810
Kerala,Kannur,Taliparamba 589056320,Eruvassy 056326271990
Kerala,Kannur,Taliparamba 589056320,Kalliad 056326272040
Kerala,Kannur,Taliparamba 589056320,Kankole 056326271790
Kerala,Kannur,Taliparamba 589056320,Kayaralam 056326272080
Kerala,Kannur,Taliparamba 589056320,Kooveri 056326271930
Kerala,Kannur,Taliparamba 589056320,Kuttiyeri 056326271950
Kerala,Kannur,Taliparamba 589056320,Kuttoor 056326271830
Kerala,Kannur,Taliparamba 589056320,Malapattam 056326272060
Kerala,Kannur,Taliparamba 589056320,Nediyanga 056326271980
Kerala,Kannur,Taliparamba 589056320,New Naduvil 056326271920
Kerala,Kannur,Taliparamba 589056320,Nuchiyad 056326272010
Kerala,Kannur,Taliparamba 589056320,Padiyoor 056326272030
Kerala,Kannur,Taliparamba 589056320,Panniyoor 056326271940
Kerala,Kannur,Taliparamba 589056320,Pattuvam 056326271960
Kerala,Kannur,Taliparamba 589056320,Payyavoor 056326272000
Kerala,Kannur,Taliparamba 589056320,Peralam 056326271780
Kerala,Kannur,Taliparamba 589056320,Peringome 056326271850
Kerala,Kannur,Taliparamba 589056320,Perinthatta 056326271820
Kerala,Kannur,Taliparamba 589056320,Pulingome 056326271880
Kerala,Kannur,Taliparamba 589056320,Ramanthali 056326271770
Kerala,Kannur,Taliparamba 589056320,Sreekandapuram 056326272050
Kerala,Kannur,Taliparamba 589056320,Thimiri 056326271860
Kerala,Kannur,Taliparamba 589056320,Thirumeni 056326271890
Kerala,Kannur,Taliparamba 589056320,Vayakkara 056326271870
Kerala,Kannur,Taliparamba 589056320,Vayathur 056326272020
Kerala,Kannur,Taliparamba 589056320,Vellad 056326271910
Kerala,Kannur,Taliparamba 589056320,Vellora 056326271840
Kerala,Kannur,Thalassery 589056340,Aralam 056346272560
Kerala,Kannur,Thalassery 589056340,Ayyankunnu 056346272550
Kerala,Kannur,Thalassery 589056340,Chavassery 056346272510
Kerala,Kannur,Thalassery 589056340,Cheruvanchery 056346272690
Kerala,Kannur,Thalassery 589056340,Kanichar 056346272590
Kerala,Kannur,Thalassery 589056340,Kannavam 056346272670
Kerala,Kannur,Thalassery 589056340,Keezhur 056346272520
Kerala,Kannur,Thalassery 589056340,Kelakam 056346272580
Kerala,Kannur,Thalassery 589056340,Koloyad 056346272660
Kerala,Kannur,Thalassery 589056340,Kottiyoor 056346272570
Kerala,Kannur,Thalassery 589056340,Manathana 056346272600
Kerala,Kannur,Thalassery 589056340,Muzhakkunnu 056346272610
Kerala,Kannur,Thalassery 589056340,Pattannur 056346272500
Kerala,Kannur,Thalassery 589056340,Payam 056346272530
Kerala,Kannur,Thalassery 589056340,Puthoor 056346272700
Kerala,Kannur,Thalassery 589056340,Sivapuram 056346272680
Kerala,Kannur,Thalassery 589056340,Thillenkeri 056346272620
Kerala,Kannur,Thalassery 589056340,Tholambra 056346272630
Kerala,Kannur,Thalassery 589056340,Thrippangottur 056346272710
Kerala,Kannur,Thalassery 589056340,Vekkalam 056346272650
Kerala,Kannur,Thalassery 589056340,Vellarvelly 056346272640
Kerala,Kannur,Thalassery 589056340,Vilamana 056346272540
Kerala,Kasaragod,Hosdurg 588056310,Ambalathara 056316271530
Kerala,Kasaragod,Hosdurg 588056310,Balal 056316271450
Kerala,Kasaragod,Hosdurg 588056310,Bellur 056316271410
Kerala,Kasaragod,Hosdurg 588056310,Bheemanady 056316271500
Kerala,Kasaragod,Hosdurg 588056310,Cheemeni 056316271580
Kerala,Kasaragod,Hosdurg 588056310,Cheemeni Ii 056316271570
Kerala,Kasaragod,Hosdurg 588056310,Chithari 056316271380
Kerala,Kasaragod,Hosdurg 588056310,Chittarikkal 056316271490
Kerala,Kasaragod,Hosdurg 588056310,Kallar 056316271430
Kerala,Kasaragod,Hosdurg 588056310,Karindalam 056316271560
Kerala,Kasaragod,Hosdurg 588056310,Kayyur 056316271590
Kerala,Kasaragod,Hosdurg 588056310,Kilayikode 056316271600
Kerala,Kasaragod,Hosdurg 588056310,Kinanoor 056316271550
Kerala,Kasaragod,Hosdurg 588056310,Kodakkad 056316271620
Kerala,Kasaragod,Hosdurg 588056310,Kodom 056316271420
Kerala,Kasaragod,Hosdurg 588056310,Madikai 056316271540
Kerala,Kasaragod,Hosdurg 588056310,Maloth 056316271460
Kerala,Kasaragod,Hosdurg 588056310,Padne 056316271630
Kerala,Kasaragod,Hosdurg 588056310,Palavayal 056316271480
Kerala,Kasaragod,Hosdurg 588056310,Pallikkara Ii 056316271360
Kerala,Kasaragod,Hosdurg 588056310,Panathady 056316271440
Kerala,Kasaragod,Hosdurg 588056310,Panayal 056316271370
Kerala,Kasaragod,Hosdurg 588056310,Parappa 056316271510
Kerala,Kasaragod,Hosdurg 588056310,Periya 056316271390
Kerala,Kasaragod,Hosdurg 588056310,Pullur 056316271400
Kerala,Kasaragod,Hosdurg 588056310,Thayanur 056316271520
Kerala,Kasaragod,Hosdurg 588056310,Thimiri 056316271610
Kerala,Kasaragod,Hosdurg 588056310,Udinoor 056316271640
Kerala,Kasaragod,Hosdurg 588056310,West Eleri 056316271470
Kerala,Kasaragod,Kasaragod 588056300,Adhur 056306271100
Kerala,Kasaragod,Kasaragod 588056300,Adoor 056306271190
Kerala,Kasaragod,Kasaragod 588056300,Angadimogaru 056306270820
Kerala,Kasaragod,Kasaragod 588056300,Arikady 056306270970
Kerala,Kasaragod,Kasaragod 588056300,Badaje 056306270690
Kerala,Kasaragod,Kasaragod 588056300,Badiyadka 056306270880
Kerala,Kasaragod,Kasaragod 588056300,Badoor 056306270810
Kerala,Kasaragod,Kasaragod 588056300,Bandadka 056306271180
Kerala,Kasaragod,Kasaragod 588056300,Bayar 056306270800
Kerala,Kasaragod,Kasaragod 588056300,Bedadka 056306271140
Kerala,Kasaragod,Kasaragod 588056300,Bekoor 056306270750
Kerala,Kasaragod,Kasaragod 588056300,Bela 056306270900
Kerala,Kasaragod,Kasaragod 588056300,Bellur 056306271090
Kerala,Kasaragod,Kasaragod 588056300,Bombrana 056306270960
Kerala,Kasaragod,Kasaragod 588056300,Chippar 056306270790
Kerala,Kasaragod,Kasaragod 588056300,Delampady 056306271200
Kerala,Kasaragod,Kasaragod 588056300,Edanad 056306270920
Kerala,Kasaragod,Kasaragod 588056300,Enmakaje 056306270850
Kerala,Kasaragod,Kasaragod 588056300,Heroor 056306270730
Kerala,Kasaragod,Kasaragod 588056300,Ichilampady 056306270980
Kerala,Kasaragod,Kasaragod 588056300,Ichilangod 056306270720
Kerala,Kasaragod,Kasaragod 588056300,Kadambar 056306270650
Kerala,Kasaragod,Kasaragod 588056300,Kaliyoor 056306270620
Kerala,Kasaragod,Kasaragod 588056300,Kalnad 056306271000
Kerala,Kasaragod,Kasaragod 588056300,Kannur 056306270930
Kerala,Kasaragod,Kasaragod 588056300,Karadka 056306271110
Kerala,Kasaragod,Kasaragod 588056300,Karivedakam 056306271170
Kerala,Kasaragod,Kasaragod 588056300,Kattukukke 056306270860
Kerala,Kasaragod,Kasaragod 588056300,Kayyar 056306270760
Kerala,Kasaragod,Kasaragod 588056300,Kidoor 056306270940
Kerala,Kasaragod,Kasaragod 588056300,Kodalamogaru 056306270600
Kerala,Kasaragod,Kasaragod 588056300,Kodibail 056306270710
Kerala,Kasaragod,Kasaragod 588056300,Kolathur 056306271130
Kerala,Kasaragod,Kasaragod 588056300,Koliyoor 056306270610
Kerala,Kasaragod,Kasaragod 588056300,Kubanoor 056306270740
Kerala,Kasaragod,Kasaragod 588056300,Kudalmarkala 056306270770
Kerala,Kasaragod,Kasaragod 588056300,Kuloor 056306270670
Kerala,Kasaragod,Kasaragod 588056300,Kumbadaje 056306271070
Kerala,Kasaragod,Kasaragod 588056300,Kuttikole 056306271160
Kerala,Kasaragod,Kasaragod 588056300,Maire 056306270840
Kerala,Kasaragod,Kasaragod 588056300,Majibail 056306270680
Kerala,Kasaragod,Kasaragod 588056300,Meenja 056306270640
Kerala,Kasaragod,Kasaragod 588056300,Moodambail 056306270660
Kerala,Kasaragod,Kasaragod 588056300,Mugu 056306270830
Kerala,Kasaragod,Kasaragod 588056300,Mulinja 056306270700
Kerala,Kasaragod,Kasaragod 588056300,Muliyar 056306271120
Kerala,Kasaragod,Kasaragod 588056300,Munnad 056306271150
Kerala,Kasaragod,Kasaragod 588056300,Muttathody 056306271030
Kerala,Kasaragod,Kasaragod 588056300,Nekraje 056306271050
Kerala,Kasaragod,Kasaragod 588056300,Nettanige 056306271080
Kerala,Kasaragod,Kasaragod 588056300,Nirchal 056306270890
Kerala,Kasaragod,Kasaragod 588056300,Padre 056306270870
Kerala,Kasaragod,Kasaragod 588056300,Pady 056306271040
Kerala,Kasaragod,Kasaragod 588056300,Paivalike 056306270780
Kerala,Kasaragod,Kasaragod 588056300,Pathur 056306270590
Kerala,Kasaragod,Kasaragod 588056300,Patla 056306270990
Kerala,Kasaragod,Kasaragod 588056300,Pavoor 056306270570
Kerala,Kasaragod,Kasaragod 588056300,Perumbala 056306271010
Kerala,Kasaragod,Kasaragod 588056300,Puthige 056306270910
Kerala,Kasaragod,Kasaragod 588056300,Talikala 056306270630
Kerala,Kasaragod,Kasaragod 588056300,Thekkil 056306271020
Kerala,Kasaragod,Kasaragod 588056300,Ubrangala 056306271060
Kerala,Kasaragod,Kasaragod 588056300,Ujarulvar 056306270950
Kerala,Kasaragod,Kasaragod 588056300,Vorkady 056306270580
Kerala,Kollam,Karunagappally 600056840,Alappad 056846283570
Kerala,Kollam,Karunagappally 600056840,Clappana 056846283580
Kerala,Kollam,Karunagappally 600056840,Pavumba 056846283600
Kerala,Kollam,Karunagappally 600056840,Thazhava 056846283590
Kerala,Kollam,Karunagappally 600056840,Thekkumbhagom 056846283620
Kerala,Kollam,Karunagappally 600056840,Thevalakkara 056846283610
Kerala,Kollam,Kollam 600056880,Chirakkara 056886284350
Kerala,Kollam,Kollam 600056880,Kalluvathukkal 056886284380
Kerala,Kollam,Kollam 600056880,Kizhakkekallada 056886284320
Kerala,Kollam,Kollam 600056880,Mulavana 056886284330
Kerala,Kollam,Kollam 600056880,Mundrothuruth 056886284310
Kerala,Kollam,Kollam 600056880,Pallimon 056886284340
Kerala,Kollam,Kollam 600056880,Paravoor Part 056886284360
Kerala,Kollam,Kollam 600056880,Parippally 056886284370
Kerala,Kollam,Kottarakkara 600056870,Chadayamangalam 056876284220
Kerala,Kollam,Kottarakkara 600056870,Chakkuvarakkal 056876284100
Kerala,Kollam,Kottarakkara 600056870,Chithara 056876284290
Kerala,Kollam,Kottarakkara 600056870,Elamad 056876284180
Kerala,Kollam,Kottarakkara 600056870,Ezhukone 056876284130
Kerala,Kollam,Kottarakkara 600056870,Ittiva 056876284240
Kerala,Kollam,Kottarakkara 600056870,Kadakkal 056876284250
Kerala,Kollam,Kottarakkara 600056870,Kalayapuram 056876284070
Kerala,Kollam,Kottarakkara 600056870,Kareepra 056876284140
Kerala,Kollam,Kottarakkara 600056870,Kottukkal 056876284230
Kerala,Kollam,Kottarakkara 600056870,Kulakkada 056876284060
Kerala,Kollam,Kottarakkara 600056870,Kummil 056876284270
Kerala,Kollam,Kottarakkara 600056870,Mancode 056876284280
Kerala,Kollam,Kottarakkara 600056870,Melila 056876284090
Kerala,Kollam,Kottarakkara 600056870,Mylom 056876284080
Kerala,Kollam,Kottarakkara 600056870,Neduvathoor 056876284120
Kerala,Kollam,Kottarakkara 600056870,Nilamel 056876284260
Kerala,Kollam,Kottarakkara 600056870,Odanavattam 056876284150
Kerala,Kollam,Kottarakkara 600056870,Pavithreswaram 056876284040
Kerala,Kollam,Kottarakkara 600056870,Pooyappally 056876284200
Kerala,Kollam,Kottarakkara 600056870,Puthur 056876284050
Kerala,Kollam,Kottarakkara 600056870,Ummannoor 056876284160
Kerala,Kollam,Kottarakkara 600056870,Valakam 056876284170
Kerala,Kollam,Kottarakkara 600056870,Velinalloor 056876284210
Kerala,Kollam,Kottarakkara 600056870,Veliyam 056876284190
Kerala,Kollam,Kottarakkara 600056870,Vettikkavala 056876284110
Kerala,Kollam,Kunnathur 600056850,Kunnathur 056856283770
Kerala,Kollam,Kunnathur 600056850,Mynagappally 056856283800
Kerala,Kollam,Kunnathur 600056850,Poruvazhy 056856283760
Kerala,Kollam,Kunnathur 600056850,Sasthamkotta 056856283780
Kerala,Kollam,Kunnathur 600056850,Sooranad North 056856283750
Kerala,Kollam,Kunnathur 600056850,Sooranad South 056856283790
Kerala,Kollam,Kunnathur 600056850,West Kallada 056856283810
Kerala,Kollam,Pathanapuram 600056860,Alayamon 056866284020
Kerala,Kollam,Pathanapuram 600056860,Anchal 056866284000
Kerala,Kollam,Pathanapuram 600056860,Arackal 056866283980
Kerala,Kollam,Pathanapuram 600056860,Arienkavu 056866283930
Kerala,Kollam,Pathanapuram 600056860,Ayiranalloor 056866283960
Kerala,Kollam,Pathanapuram 600056860,Channappetta 056866284030
Kerala,Kollam,Pathanapuram 600056860,Edamon 056866283910
Kerala,Kollam,Pathanapuram 600056860,Edamulackal 056866283990
Kerala,Kollam,Pathanapuram 600056860,Eroor 056866284010
Kerala,Kollam,Pathanapuram 600056860,Karavaloor Part 056866283970
Kerala,Kollam,Pathanapuram 600056860,Kulathupuzha 056866283940
Kerala,Kollam,Pathanapuram 600056860,Pathanapuram 056866283870
Kerala,Kollam,Pathanapuram 600056860,Pattazhy 056866283830
Kerala,Kollam,Pathanapuram 600056860,Pattazhy Vadakkekara 056866283820
Kerala,Kollam,Pathanapuram 600056860,Pidavoor 056866283860
Kerala,Kollam,Pathanapuram 600056860,Piravanthur 056866283890
Kerala,Kollam,Pathanapuram 600056860,Punnala 056866283880
Kerala,Kollam,Pathanapuram 600056860,Thalavoor 056866283840
Kerala,Kollam,Pathanapuram 600056860,Thenmala 056866283920
Kerala,Kollam,Pathanapuram 600056860,Thinkalkarikkakom 056866283950
Kerala,Kollam,Pathanapuram 600056860,Valacode Part 056866283900
Kerala,Kollam,Pathanapuram 600056860,Vilakkudy 056866283850
Kerala,Kottayam,Changanassery 597056710,Changanassery Part 056716281830
Kerala,Kottayam,Changanassery 597056710,Kangazha 056716281890
Kerala,Kottayam,Changanassery 597056710,Karukachal 056716281860
Kerala,Kottayam,Changanassery 597056710,Kurichy 056716281810
Kerala,Kottayam,Changanassery 597056710,Madappally 056716281840
Kerala,Kottayam,Changanassery 597056710,Nedumkunnam 056716281870
Kerala,Kottayam,Changanassery 597056710,Thottackad 056716281850
Kerala,Kottayam,Changanassery 597056710,Vakathanam 056716281800
Kerala,Kottayam,Changanassery 597056710,Vazhappally Padinjaru Part 056716281820
Kerala,Kottayam,Changanassery 597056710,Vazhoor 056716281880
Kerala,Kottayam,Changanassery 597056710,Vellavoor 056716281900
Kerala,Kottayam,Kanjirappally 597056720,Cheruvally 056726282010
Kerala,Kottayam,Kanjirappally 597056720,Chirakkadavu 056726282000
Kerala,Kottayam,Kanjirappally 597056720,Edakkunnam 056726281960
Kerala,Kottayam,Kanjirappally 597056720,Elamgulam 056726281990
